"team","metric.type","forecast.week","season","metric","location","data.type","prediction.target"
"O","AE",16,"2005/2006",65.0422,"sanjuan","train","peakinc"
"L","AE",16,"2005/2006",20.5685,"sanjuan","train","peakinc"
"I","AE",16,"2005/2006",23,"sanjuan","train","peakinc"
"G","AE",16,"2005/2006",48.19,"sanjuan","train","peakinc"
"K","AE",16,"2005/2006",110,"sanjuan","train","peakinc"
"N","AE",16,"2005/2006",362,"sanjuan","train","peakinc"
"F","AE",16,"2005/2006",54,"sanjuan","train","peakinc"
"M","AE",16,"2005/2006",49,"sanjuan","train","peakinc"
"E","AE",16,"2005/2006",56,"sanjuan","train","peakinc"
"baseline","LS",20,"2005/2006",-1.66337,"sanjuan","train","peakinc"
"B","LS",20,"2005/2006",-1.32685,"sanjuan","train","peakinc"
"C","LS",20,"2005/2006",-0.444496,"sanjuan","train","peakinc"
"D","LS",20,"2005/2006",-0.359092,"sanjuan","train","peakinc"
"J","LS",20,"2005/2006",-2.04452,"sanjuan","train","peakinc"
"H","LS",20,"2005/2006",-0.1517,"sanjuan","train","peakinc"
"P","LS",20,"2005/2006",-1.23529,"sanjuan","train","peakinc"
"A","LS",20,"2005/2006",-Inf,"sanjuan","train","peakinc"
"O","LS",20,"2005/2006",-0.777718,"sanjuan","train","peakinc"
"L","LS",20,"2005/2006",-1.62964,"sanjuan","train","peakinc"
"I","LS",20,"2005/2006",0,"sanjuan","train","peakinc"
"G","LS",20,"2005/2006",-2.29075,"sanjuan","train","peakinc"
"K","LS",20,"2005/2006",-2.10006,"sanjuan","train","peakinc"
"N","LS",20,"2005/2006",-Inf,"sanjuan","train","peakinc"
"F","LS",20,"2005/2006",-0.256352,"sanjuan","train","peakinc"
"M","LS",20,"2005/2006",-1.31095,"sanjuan","train","peakinc"
"E","LS",20,"2005/2006",-3.71113,"sanjuan","train","peakinc"
"baseline","AE",20,"2005/2006",75.142,"sanjuan","train","peakinc"
"B","AE",20,"2005/2006",54,"sanjuan","train","peakinc"
"C","AE",20,"2005/2006",10.68,"sanjuan","train","peakinc"
"D","AE",20,"2005/2006",0.891055,"sanjuan","train","peakinc"
"J","AE",20,"2005/2006",62.5536,"sanjuan","train","peakinc"
"H","AE",20,"2005/2006",0,"sanjuan","train","peakinc"
"P","AE",20,"2005/2006",32.0443,"sanjuan","train","peakinc"
"A","AE",20,"2005/2006",132,"sanjuan","train","peakinc"
"O","AE",20,"2005/2006",62.1988,"sanjuan","train","peakinc"
"L","AE",20,"2005/2006",50.6011,"sanjuan","train","peakinc"
"I","AE",20,"2005/2006",16,"sanjuan","train","peakinc"
"G","AE",20,"2005/2006",96.1825,"sanjuan","train","peakinc"
"K","AE",20,"2005/2006",92,"sanjuan","train","peakinc"
"N","AE",20,"2005/2006",363,"sanjuan","train","peakinc"
"F","AE",20,"2005/2006",0,"sanjuan","train","peakinc"
"M","AE",20,"2005/2006",49,"sanjuan","train","peakinc"
"E","AE",20,"2005/2006",127,"sanjuan","train","peakinc"
"baseline","LS",24,"2005/2006",-0.334774,"sanjuan","train","peakinc"
"B","LS",24,"2005/2006",-0.545069,"sanjuan","train","peakinc"
"C","LS",24,"2005/2006",-0.0390295,"sanjuan","train","peakinc"
"D","LS",24,"2005/2006",0,"sanjuan","train","peakinc"
"J","LS",24,"2005/2006",-0.841463,"sanjuan","train","peakinc"
"H","LS",24,"2005/2006",-0.025089,"sanjuan","train","peakinc"
"P","LS",24,"2005/2006",-1.14508,"sanjuan","train","peakinc"
"A","LS",24,"2005/2006",-1.04982,"sanjuan","train","peakinc"
"O","LS",24,"2005/2006",-0.113606,"sanjuan","train","peakinc"
"L","LS",24,"2005/2006",-0.673345,"sanjuan","train","peakinc"
"I","LS",24,"2005/2006",0,"sanjuan","train","peakinc"
"G","LS",24,"2005/2006",-0.977809,"sanjuan","train","peakinc"
"K","LS",24,"2005/2006",-1.75175,"sanjuan","train","peakinc"
"N","LS",24,"2005/2006",-Inf,"sanjuan","train","peakinc"
"F","LS",24,"2005/2006",-0.116026,"sanjuan","train","peakinc"
"M","LS",24,"2005/2006",-1.31095,"sanjuan","train","peakinc"
"E","LS",24,"2005/2006",-0.554865,"sanjuan","train","peakinc"
"baseline","AE",24,"2005/2006",0,"sanjuan","train","peakinc"
"B","AE",24,"2005/2006",0,"sanjuan","train","peakinc"
"C","AE",24,"2005/2006",0,"sanjuan","train","peakinc"
"D","AE",24,"2005/2006",0,"sanjuan","train","peakinc"
"J","AE",24,"2005/2006",0.868341,"sanjuan","train","peakinc"
"H","AE",24,"2005/2006",0,"sanjuan","train","peakinc"
"P","AE",24,"2005/2006",23.5475,"sanjuan","train","peakinc"
"A","AE",24,"2005/2006",40,"sanjuan","train","peakinc"
"O","AE",24,"2005/2006",7.99333,"sanjuan","train","peakinc"
"L","AE",24,"2005/2006",11.197,"sanjuan","train","peakinc"
"I","AE",24,"2005/2006",20,"sanjuan","train","peakinc"
"G","AE",24,"2005/2006",43.7375,"sanjuan","train","peakinc"
"K","AE",24,"2005/2006",87,"sanjuan","train","peakinc"
"N","AE",24,"2005/2006",363,"sanjuan","train","peakinc"
"F","AE",24,"2005/2006",0,"sanjuan","train","peakinc"
"M","AE",24,"2005/2006",49,"sanjuan","train","peakinc"
"E","AE",24,"2005/2006",4,"sanjuan","train","peakinc"
"baseline","LS",28,"2005/2006",-0.185366,"sanjuan","train","peakinc"
"B","LS",28,"2005/2006",-0.28286,"sanjuan","train","peakinc"
"C","LS",28,"2005/2006",-0.0390295,"sanjuan","train","peakinc"
"D","LS",28,"2005/2006",0,"sanjuan","train","peakinc"
"J","LS",28,"2005/2006",-0.914447,"sanjuan","train","peakinc"
"H","LS",28,"2005/2006",-0.000982104,"sanjuan","train","peakinc"
"P","LS",28,"2005/2006",-1.1301,"sanjuan","train","peakinc"
"A","LS",28,"2005/2006",-1.13943,"sanjuan","train","peakinc"
"O","LS",28,"2005/2006",-0.021815,"sanjuan","train","peakinc"
"L","LS",28,"2005/2006",-0.169603,"sanjuan","train","peakinc"
"I","LS",28,"2005/2006",0,"sanjuan","train","peakinc"
"G","LS",28,"2005/2006",-0.7305,"sanjuan","train","peakinc"
"K","LS",28,"2005/2006",-1.45963,"sanjuan","train","peakinc"
"N","LS",28,"2005/2006",-Inf,"sanjuan","train","peakinc"
"F","LS",28,"2005/2006",-0.0285442,"sanjuan","train","peakinc"
"M","LS",28,"2005/2006",-1.31095,"sanjuan","train","peakinc"
"E","LS",28,"2005/2006",-0.0560414,"sanjuan","train","peakinc"
"baseline","AE",28,"2005/2006",0,"sanjuan","train","peakinc"
"B","AE",28,"2005/2006",0,"sanjuan","train","peakinc"
"C","AE",28,"2005/2006",0,"sanjuan","train","peakinc"
"D","AE",28,"2005/2006",0,"sanjuan","train","peakinc"
"J","AE",28,"2005/2006",5.00222e-12,"sanjuan","train","peakinc"
"H","AE",28,"2005/2006",0,"sanjuan","train","peakinc"
"P","AE",28,"2005/2006",19.768,"sanjuan","train","peakinc"
"A","AE",28,"2005/2006",41,"sanjuan","train","peakinc"
"O","AE",28,"2005/2006",1.66203,"sanjuan","train","peakinc"
"L","AE",28,"2005/2006",0,"sanjuan","train","peakinc"
"I","AE",28,"2005/2006",24,"sanjuan","train","peakinc"
"G","AE",28,"2005/2006",27.3625,"sanjuan","train","peakinc"
"K","AE",28,"2005/2006",98,"sanjuan","train","peakinc"
"N","AE",28,"2005/2006",363,"sanjuan","train","peakinc"
"F","AE",28,"2005/2006",0,"sanjuan","train","peakinc"
"M","AE",28,"2005/2006",49,"sanjuan","train","peakinc"
"E","AE",28,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","LS",32,"2005/2006",-0.0753703,"sanjuan","train","peakinc"
"B","LS",32,"2005/2006",-0.136279,"sanjuan","train","peakinc"
"C","LS",32,"2005/2006",-0.0390295,"sanjuan","train","peakinc"
"D","LS",32,"2005/2006",0,"sanjuan","train","peakinc"
"J","LS",32,"2005/2006",-0.954562,"sanjuan","train","peakinc"
"H","LS",32,"2005/2006",-0.000381815,"sanjuan","train","peakinc"
"P","LS",32,"2005/2006",-1.11581,"sanjuan","train","peakinc"
"A","LS",32,"2005/2006",-0.967584,"sanjuan","train","peakinc"
"O","LS",32,"2005/2006",-0.00348663,"sanjuan","train","peakinc"
"L","LS",32,"2005/2006",-0.076881,"sanjuan","train","peakinc"
"I","LS",32,"2005/2006",0,"sanjuan","train","peakinc"
"G","LS",32,"2005/2006",-0.539425,"sanjuan","train","peakinc"
"K","LS",32,"2005/2006",-2.11021,"sanjuan","train","peakinc"
"N","LS",32,"2005/2006",-Inf,"sanjuan","train","peakinc"
"F","LS",32,"2005/2006",0,"sanjuan","train","peakinc"
"M","LS",32,"2005/2006",-1.31095,"sanjuan","train","peakinc"
"E","LS",32,"2005/2006",-0.00330546,"sanjuan","train","peakinc"
"baseline","AE",32,"2005/2006",0,"sanjuan","train","peakinc"
"B","AE",32,"2005/2006",0,"sanjuan","train","peakinc"
"C","AE",32,"2005/2006",0,"sanjuan","train","peakinc"
"D","AE",32,"2005/2006",0,"sanjuan","train","peakinc"
"J","AE",32,"2005/2006",1.09992e-11,"sanjuan","train","peakinc"
"H","AE",32,"2005/2006",0,"sanjuan","train","peakinc"
"P","AE",32,"2005/2006",17.18,"sanjuan","train","peakinc"
"A","AE",32,"2005/2006",40,"sanjuan","train","peakinc"
"O","AE",32,"2005/2006",0.45262,"sanjuan","train","peakinc"
"L","AE",32,"2005/2006",0,"sanjuan","train","peakinc"
"I","AE",32,"2005/2006",23,"sanjuan","train","peakinc"
"G","AE",32,"2005/2006",10.8375,"sanjuan","train","peakinc"
"K","AE",32,"2005/2006",98,"sanjuan","train","peakinc"
"N","AE",32,"2005/2006",363,"sanjuan","train","peakinc"
"F","AE",32,"2005/2006",0,"sanjuan","train","peakinc"
"M","AE",32,"2005/2006",49,"sanjuan","train","peakinc"
"E","AE",32,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","LS",36,"2005/2006",-0.00783058,"sanjuan","train","peakinc"
"B","LS",36,"2005/2006",-0.109714,"sanjuan","train","peakinc"
"C","LS",36,"2005/2006",-0.00796025,"sanjuan","train","peakinc"
"D","LS",36,"2005/2006",0,"sanjuan","train","peakinc"
"J","LS",36,"2005/2006",-1.00521,"sanjuan","train","peakinc"
"H","LS",36,"2005/2006",-0.000181798,"sanjuan","train","peakinc"
"P","LS",36,"2005/2006",-1.13041,"sanjuan","train","peakinc"
"A","LS",36,"2005/2006",-0.941609,"sanjuan","train","peakinc"
"O","LS",36,"2005/2006",-0.000591025,"sanjuan","train","peakinc"
"L","LS",36,"2005/2006",-0.0222456,"sanjuan","train","peakinc"
"I","LS",36,"2005/2006",0,"sanjuan","train","peakinc"
"G","LS",36,"2005/2006",-0.564846,"sanjuan","train","peakinc"
"K","LS",36,"2005/2006",-2.29253,"sanjuan","train","peakinc"
"N","LS",36,"2005/2006",-Inf,"sanjuan","train","peakinc"
"F","LS",36,"2005/2006",0,"sanjuan","train","peakinc"
"M","LS",36,"2005/2006",-1.31095,"sanjuan","train","peakinc"
"E","LS",36,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","AE",36,"2005/2006",0,"sanjuan","train","peakinc"
"B","AE",36,"2005/2006",0,"sanjuan","train","peakinc"
"C","AE",36,"2005/2006",0,"sanjuan","train","peakinc"
"D","AE",36,"2005/2006",0,"sanjuan","train","peakinc"
"J","AE",36,"2005/2006",5.00222e-12,"sanjuan","train","peakinc"
"H","AE",36,"2005/2006",0,"sanjuan","train","peakinc"
"P","AE",36,"2005/2006",16.5501,"sanjuan","train","peakinc"
"A","AE",36,"2005/2006",40,"sanjuan","train","peakinc"
"O","AE",36,"2005/2006",0.04491,"sanjuan","train","peakinc"
"L","AE",36,"2005/2006",0,"sanjuan","train","peakinc"
"I","AE",36,"2005/2006",21,"sanjuan","train","peakinc"
"G","AE",36,"2005/2006",13.32,"sanjuan","train","peakinc"
"K","AE",36,"2005/2006",128,"sanjuan","train","peakinc"
"N","AE",36,"2005/2006",363,"sanjuan","train","peakinc"
"F","AE",36,"2005/2006",0,"sanjuan","train","peakinc"
"M","AE",36,"2005/2006",49,"sanjuan","train","peakinc"
"E","AE",36,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","LS",40,"2005/2006",-0.00130085,"sanjuan","train","peakinc"
"B","LS",40,"2005/2006",-0.105361,"sanjuan","train","peakinc"
"C","LS",40,"2005/2006",-0.00796025,"sanjuan","train","peakinc"
"D","LS",40,"2005/2006",0,"sanjuan","train","peakinc"
"J","LS",40,"2005/2006",-1.01467,"sanjuan","train","peakinc"
"H","LS",40,"2005/2006",-0.000181798,"sanjuan","train","peakinc"
"P","LS",40,"2005/2006",-1.09377,"sanjuan","train","peakinc"
"A","LS",40,"2005/2006",-0.891598,"sanjuan","train","peakinc"
"O","LS",40,"2005/2006",-9.09041e-05,"sanjuan","train","peakinc"
"L","LS",40,"2005/2006",0,"sanjuan","train","peakinc"
"I","LS",40,"2005/2006",0,"sanjuan","train","peakinc"
"G","LS",40,"2005/2006",-0.56681,"sanjuan","train","peakinc"
"K","LS",40,"2005/2006",-2.99573,"sanjuan","train","peakinc"
"N","LS",40,"2005/2006",-Inf,"sanjuan","train","peakinc"
"F","LS",40,"2005/2006",0,"sanjuan","train","peakinc"
"M","LS",40,"2005/2006",-1.31095,"sanjuan","train","peakinc"
"E","LS",40,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","AE",40,"2005/2006",0,"sanjuan","train","peakinc"
"B","AE",40,"2005/2006",0,"sanjuan","train","peakinc"
"C","AE",40,"2005/2006",0,"sanjuan","train","peakinc"
"D","AE",40,"2005/2006",0,"sanjuan","train","peakinc"
"J","AE",40,"2005/2006",1.09992e-11,"sanjuan","train","peakinc"
"H","AE",40,"2005/2006",0,"sanjuan","train","peakinc"
"P","AE",40,"2005/2006",15.5817,"sanjuan","train","peakinc"
"A","AE",40,"2005/2006",41,"sanjuan","train","peakinc"
"O","AE",40,"2005/2006",0.00099,"sanjuan","train","peakinc"
"L","AE",40,"2005/2006",0,"sanjuan","train","peakinc"
"I","AE",40,"2005/2006",23,"sanjuan","train","peakinc"
"G","AE",40,"2005/2006",13.5075,"sanjuan","train","peakinc"
"K","AE",40,"2005/2006",130,"sanjuan","train","peakinc"
"N","AE",40,"2005/2006",363,"sanjuan","train","peakinc"
"F","AE",40,"2005/2006",0,"sanjuan","train","peakinc"
"M","AE",40,"2005/2006",49,"sanjuan","train","peakinc"
"E","AE",40,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","LS",44,"2005/2006",0,"sanjuan","train","peakinc"
"B","LS",44,"2005/2006",-0.105361,"sanjuan","train","peakinc"
"C","LS",44,"2005/2006",-0.00796025,"sanjuan","train","peakinc"
"D","LS",44,"2005/2006",0,"sanjuan","train","peakinc"
"J","LS",44,"2005/2006",-0.970316,"sanjuan","train","peakinc"
"H","LS",44,"2005/2006",-0.000181798,"sanjuan","train","peakinc"
"P","LS",44,"2005/2006",-1.1247,"sanjuan","train","peakinc"
"A","LS",44,"2005/2006",-0.755023,"sanjuan","train","peakinc"
"O","LS",44,"2005/2006",-9.09041e-05,"sanjuan","train","peakinc"
"L","LS",44,"2005/2006",0,"sanjuan","train","peakinc"
"I","LS",44,"2005/2006",0,"sanjuan","train","peakinc"
"G","LS",44,"2005/2006",-0.449093,"sanjuan","train","peakinc"
"K","LS",44,"2005/2006",-3.49651,"sanjuan","train","peakinc"
"N","LS",44,"2005/2006",-Inf,"sanjuan","train","peakinc"
"F","LS",44,"2005/2006",0,"sanjuan","train","peakinc"
"M","LS",44,"2005/2006",-1.31095,"sanjuan","train","peakinc"
"E","LS",44,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","AE",44,"2005/2006",0,"sanjuan","train","peakinc"
"B","AE",44,"2005/2006",0,"sanjuan","train","peakinc"
"C","AE",44,"2005/2006",0,"sanjuan","train","peakinc"
"D","AE",44,"2005/2006",0,"sanjuan","train","peakinc"
"J","AE",44,"2005/2006",1.09992e-11,"sanjuan","train","peakinc"
"H","AE",44,"2005/2006",0,"sanjuan","train","peakinc"
"P","AE",44,"2005/2006",16.3263,"sanjuan","train","peakinc"
"A","AE",44,"2005/2006",41,"sanjuan","train","peakinc"
"O","AE",44,"2005/2006",0,"sanjuan","train","peakinc"
"L","AE",44,"2005/2006",0,"sanjuan","train","peakinc"
"I","AE",44,"2005/2006",23,"sanjuan","train","peakinc"
"G","AE",44,"2005/2006",1.0375,"sanjuan","train","peakinc"
"K","AE",44,"2005/2006",129,"sanjuan","train","peakinc"
"N","AE",44,"2005/2006",363,"sanjuan","train","peakinc"
"F","AE",44,"2005/2006",0,"sanjuan","train","peakinc"
"M","AE",44,"2005/2006",49,"sanjuan","train","peakinc"
"E","AE",44,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","LS",48,"2005/2006",0,"sanjuan","train","peakinc"
"B","LS",48,"2005/2006",-0.105361,"sanjuan","train","peakinc"
"C","LS",48,"2005/2006",-0.00796025,"sanjuan","train","peakinc"
"D","LS",48,"2005/2006",0,"sanjuan","train","peakinc"
"J","LS",48,"2005/2006",-0.928973,"sanjuan","train","peakinc"
"H","LS",48,"2005/2006",-0.000181798,"sanjuan","train","peakinc"
"P","LS",48,"2005/2006",-1.12578,"sanjuan","train","peakinc"
"A","LS",48,"2005/2006",-1.10866,"sanjuan","train","peakinc"
"O","LS",48,"2005/2006",-9.09041e-05,"sanjuan","train","peakinc"
"L","LS",48,"2005/2006",0,"sanjuan","train","peakinc"
"I","LS",48,"2005/2006",0,"sanjuan","train","peakinc"
"G","LS",48,"2005/2006",-0.614349,"sanjuan","train","peakinc"
"K","LS",48,"2005/2006",-3.91202,"sanjuan","train","peakinc"
"N","LS",48,"2005/2006",-Inf,"sanjuan","train","peakinc"
"F","LS",48,"2005/2006",0,"sanjuan","train","peakinc"
"M","LS",48,"2005/2006",-1.31095,"sanjuan","train","peakinc"
"E","LS",48,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","AE",48,"2005/2006",0,"sanjuan","train","peakinc"
"B","AE",48,"2005/2006",0,"sanjuan","train","peakinc"
"C","AE",48,"2005/2006",0,"sanjuan","train","peakinc"
"D","AE",48,"2005/2006",0,"sanjuan","train","peakinc"
"J","AE",48,"2005/2006",1.09992e-11,"sanjuan","train","peakinc"
"H","AE",48,"2005/2006",0,"sanjuan","train","peakinc"
"P","AE",48,"2005/2006",17.5117,"sanjuan","train","peakinc"
"A","AE",48,"2005/2006",41,"sanjuan","train","peakinc"
"O","AE",48,"2005/2006",0,"sanjuan","train","peakinc"
"L","AE",48,"2005/2006",0,"sanjuan","train","peakinc"
"I","AE",48,"2005/2006",22,"sanjuan","train","peakinc"
"G","AE",48,"2005/2006",17.8725,"sanjuan","train","peakinc"
"K","AE",48,"2005/2006",129,"sanjuan","train","peakinc"
"N","AE",48,"2005/2006",363,"sanjuan","train","peakinc"
"F","AE",48,"2005/2006",0,"sanjuan","train","peakinc"
"M","AE",48,"2005/2006",49,"sanjuan","train","peakinc"
"E","AE",48,"2005/2006",0,"sanjuan","train","peakinc"
"baseline","LS",0,"2006/2007",-5.95224,"sanjuan","train","peakinc"
"B","LS",0,"2006/2007",-0.587655,"sanjuan","train","peakinc"
"C","LS",0,"2006/2007",-1.06088,"sanjuan","train","peakinc"
"D","LS",0,"2006/2007",-0.206486,"sanjuan","train","peakinc"
"J","LS",0,"2006/2007",-1.29347,"sanjuan","train","peakinc"
"H","LS",0,"2006/2007",-0.534263,"sanjuan","train","peakinc"
"P","LS",0,"2006/2007",-0.53256,"sanjuan","train","peakinc"
"A","LS",0,"2006/2007",0,"sanjuan","train","peakinc"
"O","LS",0,"2006/2007",-0.314648,"sanjuan","train","peakinc"
"L","LS",0,"2006/2007",-3.64966,"sanjuan","train","peakinc"
"I","LS",0,"2006/2007",-Inf,"sanjuan","train","peakinc"
"G","LS",0,"2006/2007",-0.430921,"sanjuan","train","peakinc"
"K","LS",0,"2006/2007",-0.139262,"sanjuan","train","peakinc"
"N","LS",0,"2006/2007",-1.99244,"sanjuan","train","peakinc"
"F","LS",0,"2006/2007",-1.28823,"sanjuan","train","peakinc"
"M","LS",0,"2006/2007",-0.156944,"sanjuan","train","peakinc"
"E","LS",0,"2006/2007",-0.54628,"sanjuan","train","peakinc"
"baseline","AE",0,"2006/2007",107.366,"sanjuan","train","peakinc"
"B","AE",0,"2006/2007",2,"sanjuan","train","peakinc"
"C","AE",0,"2006/2007",71.84,"sanjuan","train","peakinc"
"D","AE",0,"2006/2007",30,"sanjuan","train","peakinc"
"J","AE",0,"2006/2007",31.4956,"sanjuan","train","peakinc"
"H","AE",0,"2006/2007",5.78386,"sanjuan","train","peakinc"
"P","AE",0,"2006/2007",14.6798,"sanjuan","train","peakinc"
"A","AE",0,"2006/2007",2,"sanjuan","train","peakinc"
"O","AE",0,"2006/2007",18.211,"sanjuan","train","peakinc"
"L","AE",0,"2006/2007",46.7952,"sanjuan","train","peakinc"
"I","AE",0,"2006/2007",78,"sanjuan","train","peakinc"
"G","AE",0,"2006/2007",2.845,"sanjuan","train","peakinc"
"K","AE",0,"2006/2007",25,"sanjuan","train","peakinc"
"N","AE",0,"2006/2007",152,"sanjuan","train","peakinc"
"F","AE",0,"2006/2007",1.72948,"sanjuan","train","peakinc"
"M","AE",0,"2006/2007",2,"sanjuan","train","peakinc"
"E","AE",0,"2006/2007",11,"sanjuan","train","peakinc"
"baseline","LS",4,"2006/2007",-6.81245,"sanjuan","train","peakinc"
"B","LS",4,"2006/2007",-0.529804,"sanjuan","train","peakinc"
"C","LS",4,"2006/2007",-0.606675,"sanjuan","train","peakinc"
"D","LS",4,"2006/2007",-0.829894,"sanjuan","train","peakinc"
"J","LS",4,"2006/2007",-0.854829,"sanjuan","train","peakinc"
"H","LS",4,"2006/2007",-0.570036,"sanjuan","train","peakinc"
"P","LS",4,"2006/2007",-0.536229,"sanjuan","train","peakinc"
"A","LS",4,"2006/2007",-0.478036,"sanjuan","train","peakinc"
"O","LS",4,"2006/2007",-0.562975,"sanjuan","train","peakinc"
"L","LS",4,"2006/2007",-3.21888,"sanjuan","train","peakinc"
"I","LS",4,"2006/2007",-Inf,"sanjuan","train","peakinc"
"G","LS",4,"2006/2007",-1.34594,"sanjuan","train","peakinc"
"K","LS",4,"2006/2007",-0.140773,"sanjuan","train","peakinc"
"N","LS",4,"2006/2007",-1.46541,"sanjuan","train","peakinc"
"F","LS",4,"2006/2007",-1.23474,"sanjuan","train","peakinc"
"M","LS",4,"2006/2007",-0.156944,"sanjuan","train","peakinc"
"E","LS",4,"2006/2007",-0.77349,"sanjuan","train","peakinc"
"baseline","AE",4,"2006/2007",108.46,"sanjuan","train","peakinc"
"B","AE",4,"2006/2007",1,"sanjuan","train","peakinc"
"C","AE",4,"2006/2007",7.123,"sanjuan","train","peakinc"
"D","AE",4,"2006/2007",26.927,"sanjuan","train","peakinc"
"J","AE",4,"2006/2007",16.5758,"sanjuan","train","peakinc"
"H","AE",4,"2006/2007",3.6598,"sanjuan","train","peakinc"
"P","AE",4,"2006/2007",14.7777,"sanjuan","train","peakinc"
"A","AE",4,"2006/2007",13,"sanjuan","train","peakinc"
"O","AE",4,"2006/2007",30.7215,"sanjuan","train","peakinc"
"L","AE",4,"2006/2007",41.4015,"sanjuan","train","peakinc"
"I","AE",4,"2006/2007",75,"sanjuan","train","peakinc"
"G","AE",4,"2006/2007",66.4375,"sanjuan","train","peakinc"
"K","AE",4,"2006/2007",25,"sanjuan","train","peakinc"
"N","AE",4,"2006/2007",140,"sanjuan","train","peakinc"
"F","AE",4,"2006/2007",1.72948,"sanjuan","train","peakinc"
"M","AE",4,"2006/2007",2,"sanjuan","train","peakinc"
"E","AE",4,"2006/2007",20,"sanjuan","train","peakinc"
"baseline","LS",8,"2006/2007",-5.3817,"sanjuan","train","peakinc"
"B","LS",8,"2006/2007",-0.465126,"sanjuan","train","peakinc"
"C","LS",8,"2006/2007",-0.468711,"sanjuan","train","peakinc"
"D","LS",8,"2006/2007",-0.22728,"sanjuan","train","peakinc"
"J","LS",8,"2006/2007",-0.784483,"sanjuan","train","peakinc"
"H","LS",8,"2006/2007",-0.496436,"sanjuan","train","peakinc"
"P","LS",8,"2006/2007",-0.538454,"sanjuan","train","peakinc"
"A","LS",8,"2006/2007",0,"sanjuan","train","peakinc"
"O","LS",8,"2006/2007",-0.562063,"sanjuan","train","peakinc"
"L","LS",8,"2006/2007",-2.20727,"sanjuan","train","peakinc"
"I","LS",8,"2006/2007",-Inf,"sanjuan","train","peakinc"
"G","LS",8,"2006/2007",-1.23854,"sanjuan","train","peakinc"
"K","LS",8,"2006/2007",-0.190518,"sanjuan","train","peakinc"
"N","LS",8,"2006/2007",-1.32536,"sanjuan","train","peakinc"
"F","LS",8,"2006/2007",-1.35644,"sanjuan","train","peakinc"
"M","LS",8,"2006/2007",-0.156944,"sanjuan","train","peakinc"
"E","LS",8,"2006/2007",-0.665921,"sanjuan","train","peakinc"
"baseline","AE",8,"2006/2007",96.259,"sanjuan","train","peakinc"
"B","AE",8,"2006/2007",3,"sanjuan","train","peakinc"
"C","AE",8,"2006/2007",22,"sanjuan","train","peakinc"
"D","AE",8,"2006/2007",22,"sanjuan","train","peakinc"
"J","AE",8,"2006/2007",12.9036,"sanjuan","train","peakinc"
"H","AE",8,"2006/2007",6.17171,"sanjuan","train","peakinc"
"P","AE",8,"2006/2007",14.802,"sanjuan","train","peakinc"
"A","AE",8,"2006/2007",4,"sanjuan","train","peakinc"
"O","AE",8,"2006/2007",27.9883,"sanjuan","train","peakinc"
"L","AE",8,"2006/2007",34.575,"sanjuan","train","peakinc"
"I","AE",8,"2006/2007",80,"sanjuan","train","peakinc"
"G","AE",8,"2006/2007",61.48,"sanjuan","train","peakinc"
"K","AE",8,"2006/2007",28,"sanjuan","train","peakinc"
"N","AE",8,"2006/2007",131,"sanjuan","train","peakinc"
"F","AE",8,"2006/2007",1.72948,"sanjuan","train","peakinc"
"M","AE",8,"2006/2007",2,"sanjuan","train","peakinc"
"E","AE",8,"2006/2007",15,"sanjuan","train","peakinc"
"baseline","LS",12,"2006/2007",-4.18646,"sanjuan","train","peakinc"
"B","LS",12,"2006/2007",-0.379931,"sanjuan","train","peakinc"
"C","LS",12,"2006/2007",-0.389464,"sanjuan","train","peakinc"
"D","LS",12,"2006/2007",-0.241517,"sanjuan","train","peakinc"
"J","LS",12,"2006/2007",-0.682951,"sanjuan","train","peakinc"
"H","LS",12,"2006/2007",-0.492829,"sanjuan","train","peakinc"
"P","LS",12,"2006/2007",-0.538625,"sanjuan","train","peakinc"
"A","LS",12,"2006/2007",-Inf,"sanjuan","train","peakinc"
"O","LS",12,"2006/2007",-0.59136,"sanjuan","train","peakinc"
"L","LS",12,"2006/2007",-1.78379,"sanjuan","train","peakinc"
"I","LS",12,"2006/2007",-Inf,"sanjuan","train","peakinc"
"G","LS",12,"2006/2007",-0.612798,"sanjuan","train","peakinc"
"K","LS",12,"2006/2007",-0.415515,"sanjuan","train","peakinc"
"N","LS",12,"2006/2007",-Inf,"sanjuan","train","peakinc"
"F","LS",12,"2006/2007",-1.31421,"sanjuan","train","peakinc"
"M","LS",12,"2006/2007",-0.156944,"sanjuan","train","peakinc"
"E","LS",12,"2006/2007",-0.222894,"sanjuan","train","peakinc"
"baseline","AE",12,"2006/2007",82.1984,"sanjuan","train","peakinc"
"B","AE",12,"2006/2007",7,"sanjuan","train","peakinc"
"C","AE",12,"2006/2007",22,"sanjuan","train","peakinc"
"D","AE",12,"2006/2007",19,"sanjuan","train","peakinc"
"J","AE",12,"2006/2007",6.70363,"sanjuan","train","peakinc"
"H","AE",12,"2006/2007",7.31059,"sanjuan","train","peakinc"
