"team","metric.type","forecast.week","season","metric","location","data.type","prediction.target"
"new","AE",20,"2006/2007",6.40727415240681,"iquitos","train","peakinc"
"new","AE",20,"2006/2007",121.518269462933,"iquitos","train","seasoninc"
"new","LS",24,"2006/2007",-5.2409858116134,"iquitos","train","peakweek"
"new","LS",24,"2006/2007",-0.0990342025013353,"iquitos","train","peakinc"
"new","LS",24,"2006/2007",-1.98383899228713,"iquitos","train","seasoninc"
"new","AE",24,"2006/2007",7,"iquitos","train","peakweek"
"new","AE",24,"2006/2007",1,"iquitos","train","peakinc"
"new","AE",24,"2006/2007",120.313000370515,"iquitos","train","seasoninc"
"new","LS",28,"2006/2007",-0.444509344706923,"iquitos","train","peakweek"
"new","LS",28,"2006/2007",-0.330040239325397,"iquitos","train","peakinc"
"new","LS",28,"2006/2007",-1.00165773130112,"iquitos","train","seasoninc"
"new","AE",28,"2006/2007",0,"iquitos","train","peakweek"
"new","AE",28,"2006/2007",0,"iquitos","train","peakinc"
"new","AE",28,"2006/2007",46.6729626620612,"iquitos","train","seasoninc"
"new","LS",32,"2006/2007",-1.31753763909152,"iquitos","train","peakweek"
"new","LS",32,"2006/2007",-1.05288879652098,"iquitos","train","peakinc"
"new","LS",32,"2006/2007",-0.769484434917816,"iquitos","train","seasoninc"
"new","AE",32,"2006/2007",8,"iquitos","train","peakweek"
"new","AE",32,"2006/2007",2.95947543966791,"iquitos","train","peakinc"
"new","AE",32,"2006/2007",34.7540598695696,"iquitos","train","seasoninc"
"new","LS",36,"2006/2007",-0.0783661321191765,"iquitos","train","peakweek"
"new","LS",36,"2006/2007",-0.0504923952444302,"iquitos","train","peakinc"
"new","LS",36,"2006/2007",-0.872334177167905,"iquitos","train","seasoninc"
"new","AE",36,"2006/2007",0,"iquitos","train","peakweek"
"new","AE",36,"2006/2007",0,"iquitos","train","peakinc"
"new","AE",36,"2006/2007",60.0683079114274,"iquitos","train","seasoninc"
"new","LS",40,"2006/2007",-0.0609265879126016,"iquitos","train","peakweek"
"new","LS",40,"2006/2007",-0.044405725337431,"iquitos","train","peakinc"
"new","LS",40,"2006/2007",-0.119921177643726,"iquitos","train","seasoninc"
"new","AE",40,"2006/2007",0,"iquitos","train","peakweek"
"new","AE",40,"2006/2007",0,"iquitos","train","peakinc"
"new","AE",40,"2006/2007",30.5568795665685,"iquitos","train","seasoninc"
"new","LS",44,"2006/2007",-0.0302801206100889,"iquitos","train","peakweek"
"new","LS",44,"2006/2007",-0.022168210275085,"iquitos","train","peakinc"
